Type,Word,wiki_cat,dot_obj,RP Class,Sentence,Annotator1,Annotator2,is_consistent
PRODUCT,Google,business,producer*product*location,producer,4.完整新聞內文:許多應用程式（App）開發商多年來前仆後繼要挑戰蘋果和<Google>，如今，熱門遊戲《要塞英雄》（Fortnite）遊戲開發商執行長史溫尼（Tim Sweeney），正帶頭向這兩個全球數一數二的科技大咖下戰帖。,producer,producer,True
GPE,新北,human-geographic territorial entity,location*organization,location,板橋人平常也不會說自己是新北人一樣 甚至住<新北>比較好區的,location,location,True
ORG,麥當勞,business,producer*product*location,producer,一堆人似乎忘記當初<麥當勞>之家是怎,?,producer,False
ORG,台彩,business,producer*product*location,producer,你要能投注必須要放錢在<台彩>的戶頭裡面,producer,producer,True
ORG,北捷,business,producer*product*location,location,"只要<北捷>上廁所不是使用者付費為最基本原則,",location,location,True
GPE,花蓮,human-geographic territorial entity,location*organization,location,苗栗到<花蓮>不超速再快也要三個半小時,location,location,True
ORG,台大,university,organization*location*human,organization,而且連<台大>加護病房主治醫師都知道 錯在柯文哲,organization,organization,True
ORG,中華航空,business,producer*product*location,producer,黑人牙膏和<中華航空>都面臨了相同的名字上的小顧慮,producer,producer,True
WORK_OF_ART,自由時報,mass media,organization*information*physical*human,organization,<自由時報>現在大喇喇地指別人舔中喔？,organization,organization,True
GPE,東京,human-geographic territorial entity,location*organization,location,，第2例為居住在武漢市前往<東京>旅遊的40多歲男性。,location,location,True
ORG,解放軍,military unit,organization*human,organization,中共<解放軍>上周連續派出多架軍機飛越台海中線，並釋出H-6轟炸機執行模擬攻擊影片，,organization,organization,True
GPE,新北市,human-geographic territorial entity,location*organization,organization,乾阿北屁事！阿北就算當上總統也管不到<新北市>！,organization,organization,True
ORG,輔大,university,organization*location*human,organization,<輔大>校長江漢聲表示，若瑟醫院默默守護雲林偏鄉超過一甲子，每一年也都會接待輔大鐵馬,organization,organization,True
ORG,AIT,organization,organization*location*human,organization,我非常高興今天TECRO還有<AIT>共同簽署了備忘錄，將我們過去二十多年來在美國衛生部與,organization,organization,True
GPE,英國,human-geographic territorial entity,location*organization,organization,支那人也不過就抄<英國>對西班牙海權時期 用商船來行軍事的,organization,organization,True
ORG,長榮,business,producer*product*location,producer,郭芷嫣遭<長榮>航空解雇後，認為自己的言行只是開玩笑，公司更透過解雇她來打壓空服員工會，於是向勞動部申請不當勞動裁決，今日是最後一次出庭。由於郭半年來相當低調，近日卻高調曝光，拍影片、寫千字文分享心情，更號召支持者到勞動部聲援，讓長榮員工私下議論紛紛。,producer,producer,True
WORK_OF_ART,壹週刊,mass media,organization*information*physical*human,organization,大家認為<壹週刊>是否有韓國瑜申請移民資料???,organization,organization,True
GPE,新北市,human-geographic territorial entity,location*organization,location,至於昨天蔡英文總統來<新北市>深坑推展觀光，侯友宜表示，非常歡迎總統可以來<新北市>、,location,location,True
ORG,微博,business,producer*product*location,producer,看<微博>中國官方又瞞報了不敢公布中方有人傷亡,producer,product,False
ORG,德軍,military unit,organization*human,organization,管是同盟國軍隊還是<德軍>軍官階級都害怕第一次世界大戰,organization,organization,True
ORG,小米,business,producer*product*location,product,我們來猜猜看上面有幾個人用<小米>、華為,product,product,True
ORG,民進黨,political party,organization*human,organization,本週26日<民進黨>市議員黃文益在議會教育部門質詢，要求教育、文化、運發及新聞等4局,organization,organization,True
GPE,桃園,human-geographic territorial entity,location*organization,location,不過<桃園>的長庚醫院就可以驗了阿，也離新竹不遠，,location,location,True
GPE,法國,human-geographic territorial entity,location*organization,organization,泰國東北isan地區原本就是寮國的，<法國>結束殖民的時候直接送給泰國,organization,organization,True
WORK_OF_ART,諾貝爾和平獎,award,physical*event*human,physical,3.如果成功推翻如恐怖組織的中共政府的話，這個人絕對是拿<諾貝爾和平獎>不二人選,physical,physical,True
ORG,海軍,military unit,organization*human,organization,被<海軍>這麼一搞你覺得會好還是壞,organization,human,False
ORG,微信,business,producer*product*location,product,對於<微信>，商務部新聞稿指出，自20日起，禁止網路供應商和內容傳遞服務業者支援微信,product,product,True
ORG,高鐵,business,producer*product*location,product,坐飛機比較快拒搭<高鐵> 結果通車後說高鐵可以媲美日本新,product,product,True
WORK_OF_ART,壹週刊,mass media,organization*information*physical*human,information,以前<壹週刊>很多美女寫真可以收集,information,information,True
ORG,慈濟,hospital,organization*location*human,organization,縣衛生局說，今天起至10月1日，陸續有來自台南奇美、北醫、慈濟、長庚等醫學中心4位公費醫師，加入金峰、達仁及綠島鄉衛生所醫療團隊，其中3人是台東子弟。內科醫師巴霖10月1日至達仁鄉衛生所報到，他是前達仁鄉衛生所退休醫師巴德雄的兒子，接棒守護達仁鄉民健康。巴霖是<慈濟>大學醫學系畢業，原任職慈濟醫院內科。,organization,organization,True
ORG,台積電,business,producer*product*location,producer,才努力幾十年就有<台積電>狂電日本 再給個幾十年不知道會贏多,producer,producer,True
WORK_OF_ART,金馬獎,award,physical*event*human,X,回家問問爸爸，<金馬獎>的年代甚至有人被兵變是敢持槍闖營說要回台灣的＝ ＝,X,X,True
ORG,好萊塢,human-geographic territorial entity,location*organization,organization,中國影視產業不是號稱不把<好萊塢>放眼裡了嗎？之前不都一直說,organization,organization,True
ORG,台灣大學,university,organization*location*human,organization,〔記者吳柏軒／台北報導〕2021英國泰晤士世界大學排名今晚揭曉，<台灣大學>今年97名，,organization,organization,True
GPE,英國,human-geographic territorial entity,location*organization,location,如果你是翻牆到<英國>就會得武漢肺炎,location,location,True
ORG,好萊塢,human-geographic territorial entity,location*organization,organization,很多<好萊塢>的空戰電影都是這樣拍,organization,organization,True
ORG,北捷,business,producer*product*location,producer,侯友宜說，他對台北捷運公司永遠充滿感激，現在<北捷>也很努力積極的在擴大服務，不過,producer,producer,True
GPE,瑞士,human-geographic territorial entity,location*organization,organization,上週<瑞士>國會緊急通過航空業的紓困貸款，財政部長毛瑞爾表示：「航空業在瑞士扮演舉足輕重的角色，必須全力紓困。」航空業約佔該國GDP的5%左右，相當於銀行業的價值。,organization,organization,True
GPE,日本,human-geographic territorial entity,location*organization,organization,台灣光第一時間禁口罩出口就贏<日本>了,organization,organization,True
ORG,三星,business,producer*product*location,producer,<三星>在中國已經沒有任何手機工廠了。,producer,producer,True
ORG,德軍,military unit,organization*human,organization,當初<德軍>認為英國人會在此渡海全力包圍,organization,organization,True
ORG,輔大,university,organization*location*human,organization,<輔大>自己畢業生很多都跑去台北的醫院了你,organization,organization,True
WORK_OF_ART,聯合報,mass media,organization*information*physical*human,organization,就是稍早八卦的那篇<聯合報>的新聞,organization,organization,True
WORK_OF_ART,諾貝爾和平獎,award,physical*event*human,physical,財務長孟晚舟被逮捕事件；挪威因頒給中國異議人士<諾貝爾和平獎>，與中國貿易關係交惡,physical,physical,True
